N,K,Strategy,Makespan,Total_Distance,Sample
16,7,greedy-dynamic,9.799999999999981,265.01194047077894,7
16,7,phased-hungarian,8.099999999999987,398.5297017693533,7
16,7,v4.2-adaptive,5.599999999999996,353.88911498867907,7
16,7,greedy-dynamic,7.39999999999999,251.13195455319763,8
16,7,phased-hungarian,4.300000000000001,275.68782392711796,8
16,7,v4.2-adaptive,6.199999999999994,338.9651923642853,8
16,7,greedy-dynamic,12.79999999999997,242.33044926757546,9
16,7,phased-hungarian,6.8999999999999915,366.50168500786947,9
16,7,v4.2-adaptive,4.699999999999999,288.59205635749237,9
16,8,greedy-dynamic,7.799999999999988,283.21218702230317,0
16,8,phased-hungarian,6.5999999999999925,372.2914463885144,0
16,8,v4.2-adaptive,5.899999999999995,372.6237248303904,0
16,8,greedy-dynamic,8.599999999999985,239.01928002085603,1
16,8,phased-hungarian,4.6,293.19668288542886,1
16,8,v4.2-adaptive,4.6,334.1554253381957,1
16,8,greedy-dynamic,8.499999999999986,311.6977006384862,2
16,8,phased-hungarian,5.299999999999997,350.9006413280886,2
16,8,v4.2-adaptive,4.899999999999999,333.1510154014257,2
16,8,greedy-dynamic,10.899999999999977,291.5266343002142,3
16,8,phased-hungarian,4.4,304.3631749049097,3
16,8,v4.2-adaptive,4.899999999999999,348.2829887331675,3
16,8,greedy-dynamic,5.399999999999997,219.58725086757048,4
16,8,phased-hungarian,4.000000000000002,269.45888380230986,4
16,8,v4.2-adaptive,4.4,315.8499518374071,4
16,8,greedy-dynamic,7.599999999999989,218.51399886320476,5
16,8,phased-hungarian,4.200000000000001,289.3838622288143,5
16,8,v4.2-adaptive,5.799999999999995,361.3209182014162,5
16,8,greedy-dynamic,8.399999999999986,261.9688303407726,6
16,8,phased-hungarian,5.399999999999997,351.934788680094,6
16,8,v4.2-adaptive,5.1999999999999975,360.1991686331351,6
16,8,greedy-dynamic,12.499999999999972,276.5663666510255,7
16,8,phased-hungarian,5.999999999999995,366.416606263405,7
16,8,v4.2-adaptive,4.999999999999998,349.29269174908285,7
16,8,greedy-dynamic,8.199999999999987,284.56565699161126,8
16,8,phased-hungarian,5.299999999999997,340.6944350421824,8
16,8,v4.2-adaptive,5.799999999999995,358.08170381087155,8
16,8,greedy-dynamic,11.299999999999976,281.77168365493696,9
16,8,phased-hungarian,7.599999999999989,396.58570122446747,9
16,8,v4.2-adaptive,4.4,324.7618476958655,9
16,9,greedy-dynamic,5.4999999999999964,221.0990873502671,0
16,9,phased-hungarian,6.699999999999992,407.9205784077815,0
16,9,v4.2-adaptive,4.799999999999999,324.6280656510265,0
16,9,greedy-dynamic,13.999999999999966,332.4525736477949,1
16,9,phased-hungarian,5.4999999999999964,374.45795558199796,1
16,9,v4.2-adaptive,3.800000000000002,318.5682905972123,1
16,9,greedy-dynamic,7.499999999999989,264.18161958862197,2
16,9,phased-hungarian,5.999999999999995,376.03048439724165,2
16,9,v4.2-adaptive,6.8999999999999915,422.7842875481424,2
16,9,greedy-dynamic,7.999999999999988,282.9212320156208,3
16,9,phased-hungarian,4.999999999999998,361.66055739072937,3
16,9,v4.2-adaptive,4.300000000000001,338.1364207167161,3
16,9,greedy-dynamic,8.199999999999987,303.36984627553096,4
16,9,phased-hungarian,4.4,340.11163224232564,4
16,9,v4.2-adaptive,4.4,339.39907717840583,4
16,9,greedy-dynamic,9.499999999999982,329.73248747417864,5
16,9,phased-hungarian,4.300000000000001,325.4891981828787,5
16,9,v4.2-adaptive,4.100000000000001,317.5095621859658,5
16,9,greedy-dynamic,12.599999999999971,304.50672880665275,6
16,9,phased-hungarian,4.699999999999999,355.1056663929347,6
16,9,v4.2-adaptive,4.5,333.2765845547359,6
16,9,greedy-dynamic,14.699999999999964,337.2038582187938,7
16,9,phased-hungarian,4.100000000000001,318.1704784901479,7
16,9,v4.2-adaptive,5.099999999999998,385.0309219867407,7
16,9,greedy-dynamic,8.399999999999986,284.00436706395203,8
16,9,phased-hungarian,7.29999999999999,417.05387844096157,8
16,9,v4.2-adaptive,4.799999999999999,350.3018434570504,8
16,9,greedy-dynamic,8.699999999999985,262.2600628219845,9
16,9,phased-hungarian,8.999999999999984,445.93603260843196,9
16,9,v4.2-adaptive,3.700000000000002,290.640189844923,9
16,10,greedy-dynamic,6.799999999999992,317.28403954851655,0
16,10,phased-hungarian,5.699999999999996,405.87291454407625,0
16,10,v4.2-adaptive,5.999999999999995,411.3778765286744,0
16,10,greedy-dynamic,10.399999999999979,295.1202961330027,1
16,10,phased-hungarian,4.000000000000002,328.67440830967865,1
16,10,v4.2-adaptive,4.6,359.84439818149446,1
16,10,greedy-dynamic,9.199999999999983,320.52963765429394,2
16,10,phased-hungarian,4.6,372.5872745554073,2
16,10,v4.2-adaptive,3.900000000000002,321.17128234032714,2
16,10,greedy-dynamic,10.899999999999977,333.6136402716601,3
16,10,phased-hungarian,4.899999999999999,381.83575712644796,3
16,10,v4.2-adaptive,5.1999999999999975,417.8335219577495,3
16,10,greedy-dynamic,14.099999999999966,248.83949427416277,4
16,10,phased-hungarian,3.900000000000002,295.40208005854515,4
16,10,v4.2-adaptive,4.899999999999999,353.945000669781,4
16,10,greedy-dynamic,9.799999999999981,326.9410106510886,5
16,10,phased-hungarian,7.799999999999988,477.24169627206584,5
16,10,v4.2-adaptive,4.200000000000001,373.5766603010963,5
16,10,greedy-dynamic,9.99999999999998,337.7075970717809,6
16,10,phased-hungarian,4.100000000000001,338.9429257662043,6
16,10,v4.2-adaptive,5.899999999999995,436.8001396685296,6
16,10,greedy-dynamic,9.599999999999982,343.44332297870557,7
16,10,phased-hungarian,7.499999999999989,477.6123563973187,7
16,10,v4.2-adaptive,4.6,377.7761135843728,7
16,10,greedy-dynamic,14.799999999999963,333.71413931572073,8
16,10,phased-hungarian,4.899999999999999,376.74965430220493,8
16,10,v4.2-adaptive,5.999999999999995,441.9272516818157,8
16,10,greedy-dynamic,6.5999999999999925,239.90403529782142,9
16,10,phased-hungarian,4.200000000000001,364.4746985843262,9
16,10,v4.2-adaptive,4.000000000000002,327.07471150573497,9
16,11,greedy-dynamic,13.299999999999969,321.5712697231578,0
16,11,phased-hungarian,4.6,390.91061508800317,0
16,11,v4.2-adaptive,8.599999999999985,515.3609148822679,0
16,11,greedy-dynamic,9.699999999999982,336.31022421370756,1
16,11,phased-hungarian,3.900000000000002,342.5688854615071,1
16,11,v4.2-adaptive,4.300000000000001,369.45967679334575,1
16,11,greedy-dynamic,7.599999999999989,323.34404668681685,2
16,11,phased-hungarian,4.100000000000001,358.0141656430872,2
16,11,v4.2-adaptive,4.6,374.8236775832246,2
16,11,greedy-dynamic,9.299999999999983,344.5622783834189,3
16,11,phased-hungarian,6.8999999999999915,461.4948555313928,3
16,11,v4.2-adaptive,5.999999999999995,450.101136906596,3
16,11,greedy-dynamic,7.499999999999989,341.3511426686904,4
16,11,phased-hungarian,5.999999999999995,425.24669861150323,4
16,11,v4.2-adaptive,4.5,396.09627794357186,4
16,11,greedy-dynamic,10.799999999999978,302.97464111565654,5
16,11,phased-hungarian,3.700000000000002,340.73787382478173,5
16,11,v4.2-adaptive,5.899999999999995,460.20296061472607,5
16,11,greedy-dynamic,6.5999999999999925,301.8912048372402,6
16,11,phased-hungarian,4.300000000000001,377.7177165101588,6
16,11,v4.2-adaptive,4.100000000000001,383.2067996346869,6
16,11,greedy-dynamic,8.999999999999984,328.8330731978488,7
16,11,phased-hungarian,5.599999999999996,405.8556727972218,7
16,11,v4.2-adaptive,4.6,403.50302206193203,7
16,11,greedy-dynamic,6.999999999999991,305.71812014382016,8
16,11,phased-hungarian,8.399999999999986,500.72730558720394,8
16,11,v4.2-adaptive,4.999999999999998,362.8822190950901,8
16,11,greedy-dynamic,5.4999999999999964,322.6920915608506,9
16,11,phased-hungarian,6.5999999999999925,462.46015242229885,9
16,11,v4.2-adaptive,4.200000000000001,380.2963839426625,9
16,12,greedy-dynamic,8.399999999999986,360.0285319507863,0
16,12,phased-hungarian,5.599999999999996,416.51697532630726,0
16,12,v4.2-adaptive,3.800000000000002,375.7327242931308,0
16,12,greedy-dynamic,5.999999999999995,332.16115594865806,1
16,12,phased-hungarian,5.399999999999997,419.9420624064651,1
16,12,v4.2-adaptive,3.900000000000002,389.79573021327303,1
16,12,greedy-dynamic,7.599999999999989,317.194157228415,2
16,12,phased-hungarian,6.499999999999993,466.9151887488778,2
16,12,v4.2-adaptive,4.4,399.86047272555743,2
16,12,greedy-dynamic,5.299999999999997,300.94067278373257,3
16,12,phased-hungarian,6.099999999999994,451.64192038383345,3
16,12,v4.2-adaptive,6.699999999999992,444.7943577448129,3
16,12,greedy-dynamic,11.799999999999974,344.54890784993745,4
16,12,phased-hungarian,5.399999999999997,405.6720564795854,4
16,12,v4.2-adaptive,4.899999999999999,473.37421819162364,4
16,12,greedy-dynamic,9.099999999999984,314.9645319652188,5
16,12,phased-hungarian,5.1999999999999975,416.77295903052385,5
16,12,v4.2-adaptive,4.100000000000001,384.20239658804314,5
16,12,greedy-dynamic,12.299999999999972,280.13439265220995,6
16,12,phased-hungarian,3.600000000000002,375.70314356190033,6
16,12,v4.2-adaptive,4.4,412.78761062184026,6
16,12,greedy-dynamic,7.999999999999988,333.8176995058867,7
16,12,phased-hungarian,3.700000000000002,336.4713592305884,7
16,12,v4.2-adaptive,4.6,396.98359931333243,7
16,12,greedy-dynamic,5.699999999999996,328.59965952167505,8
16,12,phased-hungarian,5.999999999999995,417.8869732648685,8
16,12,v4.2-adaptive,4.4,394.3692899776584,8
16,12,greedy-dynamic,9.799999999999981,317.79933575561404,9
16,12,phased-hungarian,3.800000000000002,384.3725355863315,9
16,12,v4.2-adaptive,4.699999999999999,408.27360186470054,9
16,13,greedy-dynamic,6.499999999999993,324.6432299664242,0
16,13,phased-hungarian,6.799999999999992,514.9220533943428,0
16,13,v4.2-adaptive,4.000000000000002,393.1412898625275,0
16,13,greedy-dynamic,4.999999999999998,299.40860584725857,1
16,13,phased-hungarian,3.2000000000000015,356.3262520137749,1
16,13,v4.2-adaptive,4.5,412.5704155682806,1
16,13,greedy-dynamic,10.499999999999979,315.00287889870805,2
16,13,phased-hungarian,4.200000000000001,421.70190152402006,2
16,13,v4.2-adaptive,4.5,391.0340568763738,2
16,13,greedy-dynamic,8.299999999999986,377.26849821583653,3
16,13,phased-hungarian,7.19999999999999,530.7756660563848,3
16,13,v4.2-adaptive,4.799999999999999,460.39547393445457,3
16,13,greedy-dynamic,8.799999999999985,359.07619199443826,4
16,13,phased-hungarian,4.6,425.5272546477576,4
16,13,v4.2-adaptive,3.900000000000002,400.8415312676396,4
16,13,greedy-dynamic,6.399999999999993,303.84865694537604,5
16,13,phased-hungarian,4.100000000000001,414.9905068674506,5
16,13,v4.2-adaptive,5.299999999999997,484.6780447342519,5
16,13,greedy-dynamic,7.499999999999989,346.05009588320036,6
16,13,phased-hungarian,4.000000000000002,405.08790663723215,6
16,13,v4.2-adaptive,4.200000000000001,424.29598737397686,6
16,13,greedy-dynamic,5.4999999999999964,278.3083767048996,7
16,13,phased-hungarian,4.100000000000001,411.69494109040613,7
16,13,v4.2-adaptive,4.5,421.36976368527394,7
16,13,greedy-dynamic,11.999999999999973,337.025404439897,8
16,13,phased-hungarian,3.600000000000002,376.86102472200776,8
16,13,v4.2-adaptive,3.4000000000000017,370.7927803142802,8
16,13,greedy-dynamic,9.099999999999984,353.2188915390088,9
16,13,phased-hungarian,4.799999999999999,433.6062998750708,9
16,13,v4.2-adaptive,4.100000000000001,401.47464514318636,9
16,14,greedy-dynamic,6.799999999999992,338.69528950003905,0
16,14,phased-hungarian,4.4,422.06451664242957,0
16,14,v4.2-adaptive,4.4,392.48160687313106,0
16,14,greedy-dynamic,7.999999999999988,323.5067920623182,1
16,14,phased-hungarian,3.600000000000002,390.06584004954334,1
16,14,v4.2-adaptive,3.900000000000002,408.75959178714487,1
16,14,greedy-dynamic,5.699999999999996,357.40899887694457,2
16,14,phased-hungarian,6.8999999999999915,516.5022502458673,2
16,14,v4.2-adaptive,4.100000000000001,428.3523482961784,2
16,14,greedy-dynamic,9.99999999999998,354.26382012201907,3
16,14,phased-hungarian,5.399999999999997,493.6916939679637,3
16,14,v4.2-adaptive,3.900000000000002,428.4234704121515,3
16,14,greedy-dynamic,9.99999999999998,358.8569869031599,4
16,14,phased-hungarian,3.700000000000002,387.910526773097,4
16,14,v4.2-adaptive,3.800000000000002,434.90310377332037,4
16,14,greedy-dynamic,6.5999999999999925,318.6111052132376,5
16,14,phased-hungarian,4.799999999999999,423.55165367829693,5
16,14,v4.2-adaptive,4.5,440.84999217101495,5
16,14,greedy-dynamic,11.699999999999974,366.2492370113551,6
16,14,phased-hungarian,5.299999999999997,478.85438772866723,6
16,14,v4.2-adaptive,4.4,452.5451892143802,6
16,14,greedy-dynamic,4.6,325.35799275989837,7
16,14,phased-hungarian,10.499999999999979,625.4932721245463,7
16,14,v4.2-adaptive,4.300000000000001,430.24304514790066,7
16,14,greedy-dynamic,10.499999999999979,350.76901731187525,8
16,14,phased-hungarian,4.200000000000001,422.7616011690511,8
16,14,v4.2-adaptive,4.300000000000001,446.85863622403446,8
16,14,greedy-dynamic,8.599999999999985,359.02285737640557,9
16,14,phased-hungarian,7.099999999999991,500.3229744993941,9
16,14,v4.2-adaptive,3.700000000000002,435.70808490634687,9
16,15,greedy-dynamic,7.19999999999999,351.24761493294733,0
16,15,phased-hungarian,4.4,432.2543715411515,0
16,15,v4.2-adaptive,4.200000000000001,385.63674022401796,0
16,15,greedy-dynamic,10.19999999999998,374.1186701949477,1
16,15,phased-hungarian,5.4999999999999964,496.35629120046804,1
16,15,v4.2-adaptive,3.900000000000002,443.26664749299135,1
16,15,greedy-dynamic,7.499999999999989,374.6469649850942,2
16,15,phased-hungarian,4.5,437.1265670420097,2
16,15,v4.2-adaptive,3.5000000000000018,400.3678833704985,2
16,15,greedy-dynamic,7.19999999999999,349.372338681848,3
16,15,phased-hungarian,3.700000000000002,424.91842295447964,3
16,15,v4.2-adaptive,3.900000000000002,453.54709061995106,3
16,15,greedy-dynamic,9.499999999999982,372.39638080389767,4
16,15,phased-hungarian,6.499999999999993,524.5150628417601,4
16,15,v4.2-adaptive,4.5,460.6608195592806,4
16,15,greedy-dynamic,9.799999999999981,378.1976173451678,5
16,15,phased-hungarian,10.399999999999979,631.9404930350588,5
16,15,v4.2-adaptive,3.800000000000002,463.83538884548256,5
16,15,greedy-dynamic,5.799999999999995,339.85091275661443,6
16,15,phased-hungarian,5.799999999999995,530.2954931134191,6
16,15,v4.2-adaptive,3.5000000000000018,424.06711925418057,6
16,15,greedy-dynamic,9.89999999999998,358.77445979933213,7
16,15,phased-hungarian,3.800000000000002,436.58169582707444,7
16,15,v4.2-adaptive,3.5000000000000018,393.3122125831787,7
16,15,greedy-dynamic,10.399999999999979,342.96117587019654,8
16,15,phased-hungarian,3.900000000000002,418.4958782227733,8
16,15,v4.2-adaptive,5.099999999999998,497.47926066298226,8
16,15,greedy-dynamic,12.79999999999997,337.6819575032882,9
16,15,phased-hungarian,3.800000000000002,398.3697834288438,9
16,15,v4.2-adaptive,4.999999999999998,539.0653777926693,9
16,16,greedy-dynamic,11.499999999999975,366.8944380653835,0
16,16,phased-hungarian,10.19999999999998,656.9267205421802,0
16,16,v4.2-adaptive,3.900000000000002,434.2362781824274,0
16,16,greedy-dynamic,6.999999999999991,353.2728006211756,1
16,16,phased-hungarian,3.5000000000000018,423.8962542790516,1
16,16,v4.2-adaptive,5.4999999999999964,502.74386762820546,1
16,16,greedy-dynamic,12.399999999999972,371.7410248203341,2
16,16,phased-hungarian,7.499999999999989,573.8383168117936,2
16,16,v4.2-adaptive,4.200000000000001,485.3301729898132,2
16,16,greedy-dynamic,5.399999999999997,363.13327258503665,3
16,16,phased-hungarian,4.000000000000002,451.7371292693324,3
16,16,v4.2-adaptive,5.1999999999999975,555.2991672625316,3
16,16,greedy-dynamic,10.19999999999998,355.81010533174504,4
16,16,phased-hungarian,5.399999999999997,494.8488394428734,4
16,16,v4.2-adaptive,3.2000000000000015,380.846058193974,4
16,16,greedy-dynamic,6.699999999999992,337.5814290321645,5
16,16,phased-hungarian,8.099999999999987,573.5677559226689,5
16,16,v4.2-adaptive,4.100000000000001,461.0555312151851,5
16,16,greedy-dynamic,6.099999999999994,345.12232827044244,6
16,16,phased-hungarian,8.499999999999986,546.8476213686055,6
16,16,v4.2-adaptive,4.000000000000002,448.29256085085024,6
16,16,greedy-dynamic,9.199999999999983,345.03353803754817,7
16,16,phased-hungarian,5.4999999999999964,513.6853780946376,7
16,16,v4.2-adaptive,3.700000000000002,464.0144084561287,7
16,16,greedy-dynamic,5.999999999999995,382.9787738330198,8
16,16,phased-hungarian,5.999999999999995,523.993905281226,8
16,16,v4.2-adaptive,5.599999999999996,507.9495605976884,8
16,16,greedy-dynamic,8.799999999999985,379.2847316846571,9
16,16,phased-hungarian,5.399999999999997,509.36963341919164,9
16,16,v4.2-adaptive,3.900000000000002,452.8000313270545,9
